,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,area,num_rooms,total_occupants
7016,1233.50012207,1020.43084717,1330.56188965,1322.52099609,1874.09716797,1769.96643066,1981.74291992,2815.57958984,2456.36474609,1868.01672363,1548.82922363,1904.99487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2314758301,30.3411941528,17.6324520111,19.8470077515,18.0848388672,13.0269298553,20.436668396,24.3267459869,24.9459018707,31.6475582123,31.796869278,95.9153518677,2600.0,10.0,4.0
7429,656.76550293,552.503112793,640.538452148,715.239257812,1052.7644043,1499.67980957,1592.61987305,1827.28112793,1560.4786377,1046.06604004,680.295043945,653.304443359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2314758301,30.3411941528,17.6324520111,19.8470077515,18.0848388672,13.0269298553,20.436668396,24.3267459869,24.9459018707,31.6475582123,31.796869278,95.9153518677,2500.0,9.0,2.0
7510,2060.22631836,1561.36364746,1269.86315918,1518.54187012,1554.92663574,1405.79638672,944.688781738,0.0,0.0,0.0,0.0,0.0,254.462142944,104.810745239,56.03956604,15.3993310928,41.001789093,188.806716919,126.702392578,0.0,0.0,0.0,0.0,0.0,39.5119628906,37.8827171326,40.4722900391,43.7949256897,50.2788772583,49.4668884277,46.7890853882,0.0,0.0,0.0,0.0,0.0,1.89317107201,1.48763597012,1.88416099548,1.25216901302,1.55966508389,1.6357229948,1.34774303436,1.18830001354,1.74064707756,1.68932402134,1.99471199512,1.47801399231,118.801422119,30.6349182129,39.2000808716,12.002374649,18.2894496918,39.0753669739,28.164018631,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,36.5750236511,16.9630260468,9.61494541168,13.2857379913,27.7230052948,16.0156497955,14.7736635208,9.9874830246,20.350479126,36.0941963196,47.5742797852,48.8895683289,24.9779472351,2.99931001663,10.7135534286,38.30103302,32.4989700317,5.2302031517,1.70141100883,2.25464200974,10.3596982956,4.80261898041,4.92989826202,5.3171749115,3850.0,10.0,3.0
7731,464.333587646,351.262451172,426.77331543,456.368133545,717.75213623,1152.19787598,1202.88830566,1442.8347168,1153.6730957,638.411132812,407.843048096,470.78213501,2.10461711884,2.54670214653,23.8456954956,64.2263565063,251.457565308,603.789978027,637.49822998,824.248046875,591.143920898,198.008468628,13.9485168457,1.20387196541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.5701217651,69.323928833,87.0118179321,80.9071502686,81.9235076904,73.4284057617,66.1960830688,72.3208084106,69.1763153076,69.9710998535,68.6793518066,91.6171340942,24.9779472351,2.99931001663,10.7135534286,38.30103302,32.4989700317,5.2302031517,1.70141100883,2.25464200974,10.3596982956,4.80261898041,4.92989826202,5.3171749115,2120.0,8.0,3.0
7741,322.201263428,250.241867065,307.753173828,242.49281311,331.237243652,857.082336426,952.743164062,862.3828125,680.664978027,0.0,187.159851074,1005.77880859,2.10461711884,2.54670214653,23.8456954956,64.2263565063,251.457565308,603.789978027,637.49822998,824.248046875,591.143920898,198.008468628,13.9485168457,1.20387196541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9779472351,2.99931001663,10.7135534286,38.30103302,32.4989700317,5.2302031517,1.70141100883,2.25464200974,10.3596982956,4.80261898041,4.92989826202,5.3171749115,1840.0,12.0,2.0
7769,322.996276855,222.987442017,235.880523682,237.802459717,358.88848877,592.009460449,539.588562012,617.875915527,483.157287598,297.014953613,238.527023315,307.950531006,0.0715700015426,0.0491980016232,0.505137979984,3.96616816521,84.557220459,292.214630127,259.366973877,318.610412598,200.415008545,37.7223205566,0.0750209987164,0.0473790019751,37.0474052429,32.4149208069,35.4655723572,41.6001396179,49.7041244507,54.8712768555,55.8403434753,56.5819664001,53.3331985474,48.2142601013,35.9147949219,32.9703445435,6.2358379364,4.97469329834,5.45385503769,6.02461290359,5.4151802063,6.11432218552,4.98635530472,6.2560172081,5.80522823334,6.26410913467,4.80124187469,5.15123796463,0.0,0.0,0.227324008942,1.954439044,41.4537010193,134.980255127,129.311401367,158.843307495,99.9147109985,18.7927856445,0.015453000553,0.0,7.62223911285,6.11522293091,7.2957201004,6.18298530579,6.1954293251,6.16918087006,5.7283372879,6.20365715027,4.61595916748,6.0152630806,5.92419433594,5.97522830963,114.294418335,69.7467193604,80.4225845337,69.6115493774,55.9591064453,49.2582817078,33.7555236816,32.018787384,45.0947799683,74.2125320435,73.2225570679,83.5850067139,135.054962158,89.3494644165,78.961807251,87.7682113647,131.81451416,185.144363403,161.122253418,178.298629761,151.976776123,55.2548446655,13.1674184799,38.311164856,960.0,6.0,3.0
7800,0.0,0.0,0.0,0.0,0.0567120015621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2451171875,38.9483261108,42.2242774963,41.9518852234,46.1843757629,42.215385437,45.2880706787,41.5706634521,40.335559845,40.2574806213,39.072052002,35.5913696289,4.06383323669,3.17614412308,1.89104604721,2.12680196762,2.41241908073,2.72715711594,2.4347910881,2.87425804138,2.04387593269,1.82724499702,2.08622312546,2.59819507599,74.2624588013,28.7149391174,35.4675941467,25.8922576904,69.0414886475,160.183013916,150.480484009,188.254516602,131.68397522,44.7869949341,34.8576164246,74.551612854,14.9490356445,16.563627243,6.56307125092,6.48198127747,9.02749347687,8.96926784515,8.59181690216,8.18944454193,4.5753121376,5.76998710632,8.89508056641,4.85428190231,,,,,,,,,,,,,264.507507324,236.776885986,263.523651123,214.87097168,252.496887207,229.617767334,183.771377563,202.065093994,217.315551758,270.149963379,316.993255615,236.179748535,2000.0,10.0,2.0
7850,617.80291748,584.612731934,644.237609863,658.840637207,989.855285645,1536.7557373,1558.71240234,1718.84375,1123.25598145,825.868164062,630.590270996,682.148193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1665840149,20.4279651642,0.885376989841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50118398666,50.6570777893,46.6908226013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000662999984343,2.90591216087,2.48429512978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05227231979,45.2871513367,79.0875701904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88825798035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707710012794,60.190574646,47.2722244263,264.507507324,236.776885986,263.523651123,214.87097168,252.496887207,229.617767334,183.771377563,202.065093994,217.315551758,270.149963379,316.993255615,236.179748535,2200.0,6.0,
7866,335.967956543,272.675018311,307.885986328,338.386505127,525.667785645,1082.64672852,932.745544434,1129.90820312,830.82623291,414.230529785,299.30368042,308.50302124,2.50241708755,0.0106760002673,0.00868699979037,26.2307624817,163.453048706,609.718200684,507.840667725,700.461547852,475.722015381,107.005485535,2.0862569809,0.00192100007553,31.6361160278,29.353509903,34.3994140625,42.24401474,44.1027946472,52.2745437622,35.443572998,52.2766838074,48.3195075989,46.6275177002,37.428440094,31.8955364227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32502198219,2.35975313187,2.6950609684,3.30031204224,19.4259338379,3.06844902039,4.14798307419,9.56013679504,42.2979202271,137.396972656,111.692909241,155.36265564,109.081100464,28.3888778687,14.9016056061,33.2285728455,,,,,,,,,,,,,55.4563293457,36.0423278809,64.2739715576,46.6030006409,38.0523605347,34.4670257568,24.4573402405,18.0921993256,18.1430797577,35.9090309143,50.4651794434,53.0491294861,3.64860796928,3.71608114243,3.32499599457,3.73979616165,5.01829814911,3.24893808365,1.46531498432,2.86560511589,2.34106993675,2.14312195778,4.15359306335,7.72444295883,1100.0,4.0,3.0
8317,511.03994751,398.812927246,452.240814209,534.251403809,692.24407959,967.144836426,1031.25061035,1127.43908691,972.082214355,693.899841309,557.88861084,584.222167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64860796928,3.71608114243,3.32499599457,3.73979616165,5.01829814911,3.24893808365,1.46531498432,2.86560511589,2.34106993675,2.14312195778,4.15359306335,7.72444295883,1576.0,9.0,2.0
8626,623.015319824,401.615142822,438.261230469,429.294799805,559.686706543,879.600402832,889.197143555,943.425720215,831.85144043,594.719726562,550.377502441,732.416687012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64860796928,3.71608114243,3.32499599457,3.73979616165,5.01829814911,3.24893808365,1.46531498432,2.86560511589,2.34106993675,2.14312195778,4.15359306335,7.72444295883,3500.0,12.0,2.0
9052,535.078613281,439.292175293,503.633789062,550.658996582,909.622680664,1437.58081055,1581.87219238,1718.25561523,1332.90588379,784.055297852,510.69720459,539.265808105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64860796928,3.71608114243,3.32499599457,3.73979616165,5.01829814911,3.24893808365,1.46531498432,2.86560511589,2.34106993675,2.14312195778,4.15359306335,7.72444295883,2400.0,12.0,4.0
9499,438.291625977,381.723175049,451.151184082,466.776367188,698.716430664,950.835266113,929.142822266,708.595458984,0.0,394.027618408,508.816955566,519.921630859,0.508368015289,1.59864604473,4.03479719162,17.8391036987,111.477348328,289.731842041,308.573669434,249.830123901,0.0,30.7094116211,8.03960609436,0.00384200015105,,,,,,,,,,,,,4.10028123856,4.79541110992,5.38257408142,7.34700918198,8.53593826294,10.7572431564,8.35527896881,4.56512928009,4.15748596191,4.45507097244,5.39673519135,9.55994987488,28.9980564117,15.3423471451,13.6465463638,10.2893009186,26.9064617157,60.9930419922,68.6222381592,81.2970581055,60.5623321533,18.9258117676,18.4330997467,39.1705513,,,,,,,,,,,,,42.9876289368,49.841178894,48.4502220154,63.6758460999,68.7464675903,52.3912124634,41.133895874,23.1314411163,0.0,136.758590698,254.115844727,241.819869995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34621298313,0.0,0.0,1100.0,3.0,1.0
9609,880.583679199,512.07800293,989.255126953,711.855407715,579.403930664,984.864685059,1045.87915039,1147.23388672,838.435791016,624.529663086,925.01776123,1490.0111084,0.817326009274,0.273326009512,13.3594331741,30.0686149597,113.471481323,396.954650879,431.436859131,514.311706543,319.071655273,93.3407287598,14.9873189926,1.16370105743,,,,,,,,,,,,,,,,,,,,,,,,,84.5551300049,42.1293487549,31.6812858582,25.5980052948,50.0729217529,162.019546509,170.030776978,170.407455444,123.673027039,73.9406509399,66.5302124023,103.567993164,,,,,,,,,,,,,,,,,,,,,,,,,64.8927764893,42.857460022,45.1020355225,42.77526474,35.4231719971,41.702293396,36.705280304,40.4979438782,36.1228256226,42.4235687256,45.5411643982,78.5344772339,1080.0,5.0,
9654,241.376647949,178.845901489,182.470672607,212.734695435,355.453155518,610.282592773,809.252624512,881.059997559,826.102416992,410.525115967,217.224472046,256.758666992,0.0,0.00122400000691,0.0,21.2242622375,130.144515991,300.643096924,441.202423096,490.006103516,426.772094727,126.938560486,6.93214130402,0.0,,,,,,,,,,,,,10.4798374176,9.46679019928,10.5937709808,6.90179634094,10.0751180649,9.4124917984,9.42245388031,7.10958719254,7.48513412476,9.77505111694,8.55812358856,9.33837223053,47.7804908752,12.7891168594,8.48458099365,12.5391664505,40.6653938293,85.4531021118,122.652160645,130.634979248,114.881240845,38.5012588501,29.1607131958,55.356098175,,,,,,,,,,,,,29.9320201874,16.3126735687,21.3884143829,21.2640762329,15.4404878616,17.8237857819,21.2625293732,30.4173526764,25.7558841705,38.0342712402,20.6208820343,30.103685379,9.99742794037,12.2156219482,12.0760354996,11.0557804108,11.5686187744,9.13926792145,7.37777900696,13.9247512817,11.1840791702,19.6110992432,14.1159162521,21.9279937744,1300.0,2.0,0.0
9729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.8500404358,56.7783508301,62.0090484619,60.2993240356,68.0374832153,65.1896972656,57.0242576599,63.2755813599,69.4356689453,67.5884628296,59.4170074463,50.3168373108,1.38723397255,1.18690598011,2.09445095062,1.59568798542,1.2892459631,0.845086991787,1.08018004894,0.971006035805,1.15532004833,1.44479596615,1.03278398514,1.38050198555,57.137512207,27.611366272,26.4084625244,22.263048172,55.9361534119,111.186714172,88.525428772,144.883453369,134.52003479,59.5963554382,43.183467865,62.2973327637,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99742794037,12.2156219482,12.0760354996,11.0557804108,11.5686187744,9.13926792145,7.37777900696,13.9247512817,11.1840791702,19.6110992432,14.1159162521,21.9279937744,2222.0,11.0,4.0
9922,1436.99133301,1282.74304199,1469.95227051,1621.25769043,630.2109375,1197.91271973,2701.20629883,2579.11816406,1487.50793457,716.921203613,1683.91308594,1708.5579834,26.6615943909,13.3130569458,64.9394378662,160.928375244,97.669960022,533.029418945,971.958862305,1059.44335938,553.590576172,91.3910293579,61.456993103,6.73557043076,,,,,,,,,,,,,7.55332136154,7.20652103424,7.34252119064,8.10107803345,3.31231403351,2.01674413681,7.17272520065,8.24097156525,4.47776603699,0.342278003693,8.71071529388,8.78068733215,26.2671756744,19.3449115753,22.8065376282,33.2091255188,40.2405471802,50.0304908752,97.8156356812,121.174812317,68.36277771,11.5857725143,30.3047447205,31.3055686951,8.08535289764,8.88697147369,9.1044178009,8.00094795227,0.72219401598,1.41242802143,9.83320808411,8.84338283539,3.32955217361,0.0,13.2791252136,18.1247711182,73.0791091919,69.5853881836,73.1326751709,91.0276947021,20.4011898041,20.391960144,74.7169189453,72.8017044067,39.1381988525,2.88712716103,83.447883606,85.4993743896,147.679412842,123.674484253,129.57585144,134.52243042,84.200050354,92.4947433472,140.074768066,131.154724121,105.423019409,73.5972213745,160.022079468,159.555770874,2300.0,5.0,2.0
9933,700.723693848,608.180358887,681.834350586,727.281677246,1077.04101562,1008.86645508,1114.58996582,1312.85754395,1027.91467285,645.155029297,503.44317627,881.561950684,14.0510950089,8.11523914337,28.9544353485,84.4811248779,199.874130249,420.507720947,462.606262207,540.537963867,370.620727539,138.267074585,42.8938751221,3.94994997978,,,,,,,,,,,,,,,,,,,,,,,,,120.874168396,81.6167602539,82.1665802002,81.2170257568,98.0005340576,167.021286011,189.947052002,204.743347168,162.801727295,115.493255615,131.806137085,173.639633179,,,,,,,,,,,,,81.5782241821,58.1422462463,62.5540161133,65.4808197021,40.4658317566,44.0157699585,61.7766075134,47.1863212585,59.0210952759,56.7248191833,38.8336791992,82.0377197266,54.1307373047,54.9634475708,64.500038147,66.6091995239,73.1071243286,82.2850189209,85.2511062622,85.6649398804,81.3807830811,33.977645874,0.0,0.0,1474.0,8.0,5.0
9934,1296.67871094,847.416870117,919.863708496,876.514038086,801.091064453,573.377929688,1610.74389648,1814.76074219,1472.22961426,1011.19598389,1147.9284668,1724.18762207,363.557647705,164.401504517,165.121353149,151.141983032,310.35269165,283.543426514,765.781311035,910.076904297,634.59387207,200.049468994,294.07232666,580.436035156,,,,,,,,,,,,,6.21849822998,4.68894004822,5.02156209946,5.7071890831,4.5797662735,0.533936023712,4.79260587692,6.99255895615,7.31394433975,5.73700714111,5.95744609833,5.11523199081,79.1292190552,34.8605918884,33.5115394592,33.1219673157,58.5305595398,48.7502365112,135.204284668,151.796539307,110.993461609,42.2522239685,108.56426239,225.917358398,39.9630737305,32.7759666443,37.9242286682,36.6709403992,41.8537979126,2.17696905136,35.4759254456,41.1227455139,39.1311264038,43.3003616333,43.8860969543,40.6549224854,16.7611675262,7.54138708115,9.32653999329,10.0872049332,5.26787519455,0.0,6.61417293549,8.38975524902,5.57142686844,10.8393535614,9.69776916504,8.19061756134,54.1307373047,54.9634475708,64.500038147,66.6091995239,73.1071243286,82.2850189209,85.2511062622,85.6649398804,81.3807830811,33.977645874,0.0,0.0,2500.0,8.0,2.0
9982,395.320526123,294.272766113,307.923858643,371.762573242,522.944091797,867.915344238,823.337646484,965.400817871,854.335205078,241.024230957,182.547561646,347.270599365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22926807404,0.0,0.0,0.0,0.0,0.0,0.0,14.1860246658,62.7074928284,67.3592376709,12.7722873688,37.8193054199,50.0123672485,44.5161170959,0.0,0.0,0.0,0.0,0.0,3.94508814812,1.05308198929,1.61598598957,0.570825994015,1.30150306225,2.09722208977,2.24534296989,0.0,0.0,0.0,0.0,0.0,35.7533302307,139.010665894,167.664810181,34.1368675232,15.3321638107,18.4347496033,37.963432312,0.0,0.0,0.0,0.0,0.0,1.61396300793,9.23086452484,12.967294693,3.70270204544,8.21162891388,17.0453224182,17.4848232269,46.7237014771,45.7306976318,46.1177368164,53.8627853394,54.4133796692,43.9852752686,22.1674060822,24.4291877747,45.676197052,12.383225441,43.2012176514,63.8590545654,0.0,0.0,0.0,0.0,0.0,18.246049881,51.839138031,38.6673164368,10.2309913635,32.8100700378,47.9558792114,61.480178833,1400.0,4.0,3.0
